"RefNo","SupplierName","DatePosted","Details","PaymentMode","AmountDr","AmountCr","TransNo","AccountUsed","FormID","ItemName","Measures","Quantity","UnitCost","VehicleNo"
"YongXing Steel Company Ltd Payment On 03 June 2026 By 11:53:36 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","Payment Made","Cheque",0,54060000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 03 June 2026 By 11:55:40 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (BZR 143 XC)."," ========== ",53830000,0,"OST3626115540"," ========== ","OST","12 MM LOCAL","Tons","70","769000.00","BZR 143 XC"
"Alloted To YongXing Steel Company Ltd On 03 June 2026 By 1:42:40 PM","YongXing Steel Company Ltd","2026-06-03 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 784 XA)."," ========== ",61440000,0,"OST3626134240"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","RRT 784 XA"
"Alloted To YongXing Steel Company Ltd On 03 June 2026 By 1:44:23 PM","YongXing Steel Company Ltd","2026-06-03 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ENU 307 BU Kaodinna)."," ========== ",61440000,0,"OST3626134423"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","ENU 307 BU Kaodinna"
"YongXing Steel Company Ltd Payment On 03 June 2026 By 5:06:51 PM","YongXing Steel Company Ltd","2026-06-03 00:00:00","Payment Made","Cheque",0,122838000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 03 June 2026 By 5:29:57 PM","YongXing Steel Company Ltd","2026-06-03 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EBJ 331 XB)."," ========== ",53760000,0,"OST3626172957"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","EBJ 331 XB"
"Alloted To YongXing Steel Company Ltd On 03 June 2026 By 5:31:47 PM","YongXing Steel Company Ltd","2026-06-03 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (NSK 320 ZY)."," ========== ",46080000,0,"OST3626173147"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","NSK 320 ZY"
"Alloted To YongXing Steel Company Ltd On 03 June 2026 By 11:38:04 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ABB 894 XA)."," ========== ",46080000,0,"OST462611384"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","ABB 894 XA"
"Alloted To YongXing Steel Company Ltd On 03 June 2026 By 11:40:27 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 781 XA)."," ========== ",53760000,0,"OST4626114027"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","RRT 781 XA"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 11:43:00 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (AKL 998 XP (N.D BEST LAGOS))."," ========== ",53830000,0,"OST462611430"," ========== ","OST","12 MM LOCAL","Tons","70","769000.00","AKL 998 XP (N.D BEST LAGOS)"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 11:45:00 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (ZLL 740 XA)."," ========== ",53830000,0,"OST462611450"," ========== ","OST","12 MM LOCAL","Tons","70","769000.00","ZLL 740 XA"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 11:46:28 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (UWN 733 ZL)."," ========== ",53830000,0,"OST4626114628"," ========== ","OST","12 MM LOCAL","Tons","70","769000.00","UWN 733 ZL"
"YongXing Steel Company Ltd Payment On 03 June 2026 By 11:48:48 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","Payment Made","Cheque",0,72000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 June 2026 By 11:50:15 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","Payment Made","Cheque",0,73920000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 June 2026 By 11:51:43 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","Payment Made","Cheque",0,53822000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 04 June 2026 By 11:52:52 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","Payment Made","Cheque",0,53830000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 04 June 2026 By 11:54:04 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","Payment Made","Cheque",0,107660000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 07 May 2026 By 12:05:42 PM","YongXing Steel Company Ltd","2026-05-07 00:00:00","100 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",76900000,0,"OST462612542"," ========== ","OST","12 MM LOCAL","Tons","100","769000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 2:53:48 PM","YongXing Steel Company Ltd","2026-06-04 00:00:00","50 Tons Of 16MM TMT At N1,012,000.00 Per Unit Cost. Vehicle No (AKL 470 XF Alloy Awka)."," ========== ",50600000,0,"OST4626145348"," ========== ","OST","16MM TMT","Tons","50","1012000.00","AKL 470 XF Alloy Awka"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 2:55:27 PM","YongXing Steel Company Ltd","2026-06-04 00:00:00","20 Tons Of 12MM TMT At N1,012,000.00 Per Unit Cost. Vehicle No (AKL 470 XF Alloy Awka)."," ========== ",20240000,0,"OST4626145527"," ========== ","OST","12MM TMT","Tons","20","1012000.00","AKL 470 XF Alloy Awka"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 3:36:53 PM","YongXing Steel Company Ltd","2026-06-04 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (AWK 495 YK Kaodinna Nteje)."," ========== ",53830000,0,"OST4626153653"," ========== ","OST","12 MM LOCAL","Tons","70","769000.00","AWK 495 YK Kaodinna Nteje"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 3:38:14 PM","YongXing Steel Company Ltd","2026-06-04 00:00:00","50 Tons Of 16 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (AWK 495 YK Kaodinna Nteje)."," ========== ",38450000,0,"OST4626153814"," ========== ","OST","16 MM LOCAL","Tons","50","769000.00","AWK 495 YK Kaodinna Nteje"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 3:39:21 PM","YongXing Steel Company Ltd","2026-06-04 00:00:00","80 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",61520000,0,"OST4626153921"," ========== ","OST","12 MM LOCAL","Tons","80","769000.00","UWN 734 ZL"
"YongXing Steel Company Ltd Payment On 04 June 2026 By 3:58:19 PM","YongXing Steel Company Ltd","2026-06-04 00:00:00","Payment Made","Cheque",0,153800000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 10:43:23 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (NWA 523 XA)."," ========== ",53760000,0,"OST5626104323"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","NWA 523 XA"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 10:45:24 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","10 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",7680000,0,"OST5626104524"," ========== ","OST","12 MM LOCAL","Tons","10","768000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 05 June 2026 By 10:54:00 AM","YongXing Steel Company Ltd","2026-06-05 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (JRV 512 ZY)."," ========== ",53760000,0,"OST562610540"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","JRV 512 ZY"
"YongXing Steel Company Ltd Payment On 04 June 2026 By 10:56:05 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","Payment Made","Cheque",0,61520000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 04 June 2026 By 10:57:09 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","Payment Made","Cheque",0,100000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 05 June 2026 By 10:58:16 AM","YongXing Steel Company Ltd","2026-06-05 00:00:00","Payment Made","Cheque",0,100000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 05 June 2026 By 10:59:20 AM","YongXing Steel Company Ltd","2026-06-05 00:00:00","Payment Made","Cheque",0,63000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 05 June 2026 By 11:05:04 AM","YongXing Steel Company Ltd","2026-06-05 00:00:00","Payment Made","Cheque",0,45840000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 11:10:32 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","100 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ETU 892 XA)."," ========== ",76800000,0,"OST5626111032"," ========== ","OST","16 MM LOCAL","Tons","100","768000.00","ETU 892 XA"
"Alloted To YongXing Steel Company Ltd On 04 June 2026 By 11:13:33 AM","YongXing Steel Company Ltd","2026-06-04 00:00:00","70 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 15 XF)."," ========== ",53760000,0,"OST5626111333"," ========== ","OST","16 MM LOCAL","Tons","70","768000.00","AKL 15 XF"
"YongXing Steel Company Ltd Payment On 05 June 2026 By 12:49:27 PM","YongXing Steel Company Ltd","2026-06-05 00:00:00","Payment Made","Cheque",0,76990000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 05 June 2026 By 4:02:57 PM","YongXing Steel Company Ltd","2026-06-05 00:00:00","110 Tons Of 16 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",84590000,0,"OST562616257"," ========== ","OST","16 MM LOCAL","Tons","110","769000.00","AKU 334 XB Kaodinna Nteje "
"YongXing Steel Company Ltd Payment On 05 June 2026 By 4:26:34 PM","YongXing Steel Company Ltd","2026-06-05 00:00:00","Payment Made","Cheque",0,84548000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 05 June 2026 By 4:35:06 PM","YongXing Steel Company Ltd","2026-06-05 00:00:00","60 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (BEN 981 YE Dona Osas)."," ========== ",46140000,0,"OST562616356"," ========== ","OST","12 MM LOCAL","Tons","60","769000.00","BEN 981 YE Dona Osas"
"YongXing Steel Company Ltd Payment On 01 June 2026 By 4:44:45 PM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,21000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 05 June 2026 By 4:54:40 PM","YongXing Steel Company Ltd","2026-06-05 00:00:00","60 Tons Of 16 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (EPE 201 XS Emeka Warri)."," ========== ",46140000,0,"OST5626165440"," ========== ","OST","16 MM LOCAL","Tons","60","769000.00","EPE 201 XS Emeka Warri"
"Alloted To YongXing Steel Company Ltd On 06 June 2026 By 12:14:11 PM","YongXing Steel Company Ltd","2026-06-06 00:00:00","70 Tons Of 16 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (AKL 754 XD)."," ========== ",53830000,0,"OST6626121411"," ========== ","OST","16 MM LOCAL","Tons","70","769000.00","AKL 754 XD"
"Alloted To YongXing Steel Company Ltd On 06 June 2026 By 12:15:01 PM","YongXing Steel Company Ltd","2026-06-06 00:00:00","60 Tons Of 16 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (EBJ 953 XB)."," ========== ",46140000,0,"OST662612151"," ========== ","OST","16 MM LOCAL","Tons","60","769000.00","EBJ 953 XB"
"YongXing Steel Company Ltd Payment On 05 June 2026 By 12:16:14 PM","YongXing Steel Company Ltd","2026-06-05 00:00:00","Payment Made","Cheque",0,130620000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 05 June 2026 By 12:17:19 PM","YongXing Steel Company Ltd","2026-06-05 00:00:00","Payment Made","Cheque",0,8000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 26 May 2026 By 12:44:27 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,200000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 06 June 2026 By 2:23:33 PM","YongXing Steel Company Ltd","2026-06-06 00:00:00","Payment Made","Cheque",0,15292000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 06 June 2026 By 5:08:19 PM","YongXing Steel Company Ltd","2026-06-06 00:00:00","Payment Made","Cheque",0,53760000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 06 June 2026 By 3:49:03 AM","YongXing Steel Company Ltd","2026-06-06 00:00:00","52 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ETU 892 XA)."," ========== ",39936000,0,"OST86263493"," ========== ","OST","16 MM LOCAL","Tons","52","768000.00","ETU 892 XA"
"Alloted To YongXing Steel Company Ltd On 07 June 2026 By 4:05:55 AM","YongXing Steel Company Ltd","2026-06-07 00:00:00","50 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (ASB 731 ZL Emma Warri)."," ========== ",50500000,0,"OST86264555"," ========== ","OST","12MM TMT","Tons","50","1010000.00","ASB 731 ZL Emma Warri"
"Alloted To YongXing Steel Company Ltd On 07 June 2026 By 4:07:13 AM","YongXing Steel Company Ltd","2026-06-07 00:00:00","60 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (RRT 781 XA)."," ========== ",60600000,0,"OST86264713"," ========== ","OST","12MM TMT","Tons","60","1010000.00","RRT 781 XA"
"Alloted To YongXing Steel Company Ltd On 07 June 2026 By 4:07:59 AM","YongXing Steel Company Ltd","2026-06-07 00:00:00","60 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (BZR 143 XC)."," ========== ",60600000,0,"OST86264759"," ========== ","OST","12MM TMT","Tons","60","1010000.00","BZR 143 XC"
"Alloted To YongXing Steel Company Ltd On 07 June 2026 By 4:08:40 AM","YongXing Steel Company Ltd","2026-06-07 00:00:00","60 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (RLU 710 XE)."," ========== ",60600000,0,"OST86264840"," ========== ","OST","12MM TMT","Tons","60","1010000.00","RLU 710 XE"
"Alloted To YongXing Steel Company Ltd On 07 June 2026 By 4:17:24 AM","YongXing Steel Company Ltd","2026-06-07 00:00:00","54 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (FKY 744 XA EMMA KANO)."," ========== ",54540000,0,"OST862641724"," ========== ","OST","12MM TMT","Tons","54","1010000.00","FKY 744 XA EMMA KANO"
"Alloted To YongXing Steel Company Ltd On 08 June 2026 By 4:20:33 AM","YongXing Steel Company Ltd","2026-06-08 00:00:00","90 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (FGG 811 Chuks Steel)."," ========== ",90900000,0,"OST862642033"," ========== ","OST","12MM TMT","Tons","90","1010000.00","FGG 811 Chuks Steel"
"Alloted To YongXing Steel Company Ltd On 08 June 2026 By 4:44:08 AM","YongXing Steel Company Ltd","2026-06-08 00:00:00","40 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (BEN 686 ZU Easy Link)."," ========== ",40400000,0,"OST86264448"," ========== ","OST","12MM TMT","Tons","40","1010000.00","BEN 686 ZU Easy Link"
"Alloted To YongXing Steel Company Ltd On 08 June 2026 By 4:45:40 AM","YongXing Steel Company Ltd","2026-06-08 00:00:00","80 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (EFR 14 XB)."," ========== ",80800000,0,"OST862644540"," ========== ","OST","12MM TMT","Tons","80","1010000.00","EFR 14 XB"
"Alloted To YongXing Steel Company Ltd On 08 June 2026 By 4:48:25 AM","YongXing Steel Company Ltd","2026-06-08 00:00:00","60 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (EPE 171 XA Dona Osas)."," ========== ",60600000,0,"OST862644825"," ========== ","OST","12MM TMT","Tons","60","1010000.00","EPE 171 XA Dona Osas"
"Alloted To YongXing Steel Company Ltd On 08 June 2026 By 4:49:45 AM","YongXing Steel Company Ltd","2026-06-08 00:00:00","90 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",90900000,0,"OST862644945"," ========== ","OST","12MM TMT","Tons","90","1010000.00","AKU 334 XB Kaodinna Nteje "
"Alloted To YongXing Steel Company Ltd On 08 June 2026 By 4:53:01 AM","YongXing Steel Company Ltd","2026-06-08 00:00:00","70 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (UMA 189 YL N.D BEST)."," ========== ",70700000,0,"OST86264531"," ========== ","OST","12MM TMT","Tons","70","1010000.00","UMA 189 YL N.D BEST"
"YongXing Steel Company Ltd Payment On 07 June 2026 By 4:55:05 AM","YongXing Steel Company Ltd","2026-06-07 00:00:00","Payment Made","Cheque",0,40000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 07 June 2026 By 4:56:07 AM","YongXing Steel Company Ltd","2026-06-07 00:00:00","Payment Made","Cheque",0,42000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
